59,0
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
53,0.3
-1,0.1
53,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
55,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
53,0.3
-1,0.1
55,0.1
-1,0.1
55,0.1
-1,0.1
59,0.3
-1,0.1
57,0.1
-1,0.1
57,0.1
-1,0.1
53,0.3
59,0
-1,0.1
-1,0
55,0.3
57,0
-1,0.1
-1,0
57,0.3
59,0
-1,0.1
-1,0
53,0.3
55,0
-1,0.1
-1,0
57,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
55,0.3
57,0
-1,0.1
-1,0
53,0.3
59,0
-1,0.1
-1,0
55,0.3
57,0
-1,0.1
-1,0
53,0.3
59,0
-1,0.1
-1,0
57,0.3
55,0
-1,0.1
-1,0
59,0.3
53,0
-1,0.1
-1,0
57,0.3
55,0
-1,0.1
-1,0
59,0.3
53,0
-1,0.1
-1,0
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
53,0.3
-1,0.1
55,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
55,0.3
57,0
-1,0.1
-1,0
53,0.3
59,0
-1,0.1
-1,0
55,0.3
57,0
-1,0.1
-1,0
53,0.3
59,0
-1,0.1
-1,0
57,0.3
55,0
-1,0.1
-1,0
59,0.3
53,0
-1,0.1
-1,0
57,0.3
55,0
-1,0.1
-1,0
59,0.3
53,0
-1,0.1
-1,0
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
53,0.3
-1,0.1
53,0.1
-1,0.1
55,0.1
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
57,0.1
-1,0.1
59,0.1
-1,0.1
59,0.1
-1,0.1
57,0.1
-1,0.1
55,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
57,0.1
-1,0.1
55,0.5
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
59,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
53,0.3
-1,0.1
59,0.1
-1,0.1
53,0.1
-1,0.1
59,0.3
-1,0.1
59,0.3
53,0
-1,0.1
-1,0
55,0.3
57,0
-1,0.1
-1,0
55,0.3
-1,0.1
57,0.3
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
55,0.3
-1,0.1
57,0.1
-1,0.1
55,0.5
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
59,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
53,0.1
-1,0.1
59,0.1
-1,0.1
53,0.1
-1,0.1
59,0.1
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
55,0.7
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
57,0.3
-1,0.1
55,0.1
-1,0.1
55,0.5
57,0
-1,0.1
-1,0
53,0.3
59,0
-1,0.1
-1,0
55,0.3
57,0
-1,0.1
-1,0
53,0.3
-1,0.1
57,0.3
-1,0.1
59,0.1
-1,0.1
57,0.1
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
53,0.1
-1,0.1
53,0.5
59,0
-1,0.1
-1,0
55,0.1
57,0
-1,0.1
-1,0
53,0.1
59,0
-1,0.1
-1,0
53,0.7
-1,0.1
55,0.3
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
59,0.3
-1,0.1
57,0.1
-1,0.1
57,0.1
-1,0.1
57,0.3
55,0
-1,0.1
-1,0
59,0.3
53,0
-1,0.1
-1,0
53,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
59,0.3
55,0
-1,0.1
-1,0
53,0.1
57,0
-1,0.1
-1,0
57,0.1
53,0
-1,0.1
-1,0
59,0.1
55,0
-1,0.1
-1,0
59,0.1
-1,0.1
57,0.1
-1,0.1
59,0.1
-1,0.1
57,0.1
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
55,0.1
-1,0.1
55,0.3
-1,0.1
59,0.3
55,0
-1,0.1
-1,0
55,0.5
-1,0.1
57,0.1
-1,0.1
57,0.3
-1,0.1
53,0.3
57,0
-1,0.1
-1,0
55,0.7
-1,0.1
55,0.3
-1,0.1
59,0.3
55,0
-1,0.1
-1,0
55,0.5
-1,0.1
57,0.1
-1,0.1
57,0.3
-1,0.1
53,0.3
57,0
-1,0.1
-1,0
53,0.7
55,0
-1,0.1
-1,0
55,0.3
-1,0.1
59,0.3
55,0
-1,0.1
-1,0
55,0.5
-1,0.1
59,0.1
57,0
-1,0.1
-1,0
57,0.3
-1,0.1
53,0.3
57,0
-1,0.1
-1,0
53,0.7
55,0
-1,0.1
-1,0
55,0.3
-1,0.1
59,0.3
55,0
-1,0.1
-1,0
55,0.5
-1,0.1
59,0.1
57,0
-1,0.1
-1,0
57,0.3
-1,0.1
53,0.3
57,0
-1,0.1
-1,0
55,0.7
-1,0.1
55,0.3
-1,0.1
59,0.3
55,0
-1,0.1
-1,0
55,0.5
-1,0.1
57,0.1
-1,0.1
57,0.3
-1,0.1
53,0.3
57,0
-1,0.1
-1,0
55,0.7
-1,0.1
55,0.3
-1,0.1
59,0.3
55,0
-1,0.1
-1,0
55,0.5
-1,0.1
57,0.1
-1,0.1
57,0.3
-1,0.1
53,0.3
57,0
-1,0.1
-1,0
53,0.7
55,0
-1,0.1
-1,0
55,0.3
-1,0.1
59,0.3
55,0
-1,0.1
-1,0
55,0.5
-1,0.1
59,0.1
57,0
-1,0.1
-1,0
57,0.3
-1,0.1
53,0.3
57,0
-1,0.1
-1,0
53,0.7
55,0
-1,0.1
-1,0
55,0.3
-1,0.1
59,0.3
55,0
-1,0.1
-1,0
55,0.5
-1,0.1
59,0.1
57,0
-1,0.1
-1,0
57,0.3
-1,0.1
53,0.3
57,0
-1,0.1
-1,0
59,0.7
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
53,0.1
-1,0.1
57,0.5
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.1
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
53,0.1
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
59,0.3
-1,0.1
59,0.3
-1,0.1
59,0.7
-1,0.1
57,0.3
-1,0.1
55,0.1
-1,0.1
55,0.1
-1,0.1
53,0.3
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
57,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
57,0.3
-1,0.1
55,0.1
-1,0.1
55,0.1
-1,0.1
59,0.1
-1,0.1
59,0.1
-1,0.1
57,0.1
-1,0.1
57,0.1
59,0
53,0
-1,0.1
-1,0
-1,0
55,0.3
59,0
53,0
-1,0.1
-1,0
-1,0
57,0.3
59,0
53,0
-1,0.1
-1,0
-1,0
59,0.7
53,0
-1,0.1
-1,0
59,0.3
53,0
-1,0.1
-1,0
59,0.1
55,0
-1,0.1
-1,0
59,0.1
53,0
-1,0.1
-1,0
59,0.3
53,0
-1,0.1
-1,0
59,0.1
55,0
-1,0.1
-1,0
59,0.1
53,0
-1,0.1
-1,0
53,0.3
57,0
-1,0.1
-1,0
53,0.3
59,0
-1,0.1
-1,0
55,0.3
-1,0.1
57,0.1
-1,0.1
53,0.1
59,0
-1,0.1
-1,0
59,0.3
53,0
-1,0.1
-1,0
55,0.1
-1,0.1
59,0.1
53,0
-1,0.1
-1,0
57,0.1
-1,0.1
59,0.1
53,0
-1,0.1
-1,0
55,0.1
-1,0.1
57,0.1
59,0
53,0
-1,0.1
-1,0
-1,0
55,0.3
59,0
53,0
-1,0.1
-1,0
-1,0
57,0.3
59,0
53,0
-1,0.1
-1,0
-1,0
53,0.7
-1,0.1
57,0.3
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
53,0.3
-1,0.1
55,0.1
-1,0.1
59,0.1
-1,0.1
57,0.3
59,0
-1,0.1
-1,0
55,0.3
59,0
-1,0.1
-1,0
53,0.3
59,0
-1,0.1
-1,0
53,0.3
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
59,0.1
-1,0.1
57,0.1
-1,0.1
55,0.1
-1,0.1
59,0.1
53,0
-1,0.1
-1,0
57,0.3
55,0
-1,0.1
-1,0
59,0.3
53,0
-1,0.1
-1,0
55,0.1
57,0
-1,0.1
-1,0
59,0.1
53,0
-1,0.1
-1,0
55,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
57,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
53,0
-1,0.1
-1,0
53,0.3
-1,0.1
59,0.3
53,0
-1,0.1
-1,0
55,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
57,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
53,0
-1,0.1
-1,0
53,0.3
-1,0.1
59,0.3
53,0
-1,0.1
-1,0
55,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
57,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
53,0
-1,0.1
-1,0
53,0.3
-1,0.1
59,0.3
53,0
-1,0.1
-1,0
55,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
57,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
53,0
-1,0.1
-1,0
53,0.3
-1,0.1
59,0.3
53,0
-1,0.1
-1,0
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
59,0.1
-1,0.1
57,0.1
-1,0.1
57,0.1
-1,0.1
55,0.1
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
53,0.1
-1,0.1
55,0.1
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
57,0.3
-1,0.1
55,0.1
-1,0.1
59,0.1
-1,0.1
53,0.3
-1,0.1
59,0.3
-1,0.1
57,0.1
-1,0.1
53,0.1
-1,0.1
55,0.3
-1,0.1
59,0.3
-1,0.1
57,0.1
-1,0.1
53,0.1
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
57,0.1
-1,0.1
57,0.5
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
57,0.3
-1,0.1
53,0.3
-1,0.1
55,0.3
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
59,0.3
-1,0.1
59,0.1
-1,0.1
57,0.1
-1,0.1
59,0.1
-1,0.1
57,0.1
-1,0.1
53,0.3
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
59,0.3
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
57,0.1
-1,0.1
59,0.1
-1,0.1
57,0.3
-1,0.1
55,0.1
-1,0.1
55,0.1
-1,0.1
53,0.3
-1,0.1
53,0.3
-1,0.1
57,0.3
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
57,0.3
-1,0.1
55,0.1
-1,0.1
55,0.1
59,0
-1,0.1
-1,0
53,0.3
57,0
-1,0.1
-1,0
55,0.3
59,0
-1,0.1
-1,0
57,0.3
53,0
-1,0.1
-1,0
59,0.3
-1,0.1
57,0.3
-1,0.1
57,0.1
-1,0.1
55,0.1
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
53,0.1
-1,0.1
55,0.5
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
57,0.1
-1,0.1
59,0.1
-1,0.1
57,0.3
-1,0.1
55,0.3
-1,0.1
55,0.1
-1,0.1
53,0.1
-1,0.1
53,0.3
-1,0.1
55,0.1
-1,0.1
59,0.5
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
53,0.1
-1,0.1
59,0.1
-1,0.1
53,0.1
-1,0.1
55,0.1
53,0
-1,0.1
-1,0
59,0.3
57,0
-1,0.1
-1,0
53,0.3
55,0
-1,0.1
-1,0
55,0.1
-1,0.1
57,0.1
59,0
-1,0.1
-1,0
57,0.1
-1,0.1
59,0.1
53,0
-1,0.1
-1,0
57,0.3
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
55,0.1
-1,0.1
57,0.1
-1,0.1
